n,r_1,r_2,r_3,d_1,d_2,d_3,l_1,l_2,r,e,rho,g,c_p
1,0.150,0.150,0.150,0.025,0.020,0.025,0.445,0.616,0.005,0.021,7850,83300000000,4900
